2219Temp+Humid,Time,Celsius(°C),Humidity(%rh),Dew Point(°C),Comments,Serial Number
581,09/28/20 16:10,22.5,43.5,9.5,,
582,09/28/20 16:20,22.5,43.5,9.5,,
583,09/28/20 16:30,22.5,43.5,9.5,,
584,09/28/20 16:40,22.5,43.5,9.5,,
585,09/28/20 16:50,22.5,43.5,9.5,,
586,09/28/20 17:00,22.5,43,9.3,,
587,09/28/20 17:10,22.5,43.5,9.5,,
588,09/28/20 17:20,22.5,43.5,9.5,,
589,09/28/20 17:30,22.5,43,9.3,,
590,09/28/20 17:40,22.5,43,9.3,,
591,09/28/20 17:50,22.5,42.5,9.1,,
592,09/28/20 18:00,23,42.5,9.6,,
593,09/28/20 18:10,23.5,41.5,9.7,,
594,09/28/20 18:20,23.5,41,9.5,,
595,09/28/20 18:30,24,40.5,9.8,,
596,09/28/20 18:40,24,41,9.9,,
597,09/28/20 18:50,24.5,42,10.8,,
598,09/28/20 19:00,24,42.5,10.5,,
599,09/28/20 19:10,23.5,43,10.2,,
600,09/28/20 19:20,23.5,43.5,10.4,,
601,09/28/20 19:30,23.5,43,10.2,,
602,09/28/20 19:40,23,43,9.8,,
603,09/28/20 19:50,23,43,9.8,,
604,09/28/20 20:00,23,42.5,9.6,,
605,09/28/20 20:10,23,42.5,9.6,,
606,09/28/20 20:20,23,43,9.8,,
607,09/28/20 20:30,23,43,9.8,,
608,09/28/20 20:40,22.5,43,9.3,,
609,09/28/20 20:50,22.5,43,9.3,,
610,09/28/20 21:00,22.5,43.5,9.5,,
611,09/28/20 21:10,22.5,43.5,9.5,,
612,09/28/20 21:20,22.5,43.5,9.5,,
613,09/28/20 21:30,22.5,43.5,9.5,,
614,09/28/20 21:40,22.5,43.5,9.5,,
615,09/28/20 21:50,22.5,43.5,9.5,,
616,09/28/20 22:00,22.5,43.5,9.5,,
617,09/28/20 22:10,22.5,43.5,9.5,,
618,09/28/20 22:20,22.5,43.5,9.5,,
619,09/28/20 22:30,22.5,43.5,9.5,,
620,09/28/20 22:40,22.5,43.5,9.5,,
621,09/28/20 22:50,22.5,43.5,9.5,,
622,09/28/20 23:00,22.5,43.5,9.5,,
623,09/28/20 23:10,22.5,43.5,9.5,,
624,09/28/20 23:20,22.5,43.5,9.5,,
625,09/28/20 23:30,22.5,43.5,9.5,,
626,09/28/20 23:40,22.5,43.5,9.5,,
627,09/28/20 23:50,22.5,43.5,9.5,,
628,09/29/20 0:00,22.5,43.5,9.5,,
629,09/29/20 0:10,22.5,43.5,9.5,,
630,09/29/20 0:20,22.5,43.5,9.5,,
631,09/29/20 0:30,22.5,43.5,9.5,,
632,09/29/20 0:40,22.5,43,9.3,,
633,09/29/20 0:50,22.5,43,9.3,,
634,09/29/20 1:00,22.5,43,9.3,,
635,09/29/20 1:10,22.5,43,9.3,,
636,09/29/20 1:20,22.5,43,9.3,,
637,09/29/20 1:30,22.5,43,9.3,,
638,09/29/20 1:40,22.5,43,9.3,,
639,09/29/20 1:50,22.5,43,9.3,,
640,09/29/20 2:00,22.5,43,9.3,,
641,09/29/20 2:10,22.5,43,9.3,,
642,09/29/20 2:20,22.5,43,9.3,,
643,09/29/20 2:30,22.5,43,9.3,,
644,09/29/20 2:40,22.5,43,9.3,,
645,09/29/20 2:50,22.5,43,9.3,,
646,09/29/20 3:00,22.5,42.5,9.1,,
647,09/29/20 3:10,22.5,42.5,9.1,,
648,09/29/20 3:20,22.5,42.5,9.1,,
649,09/29/20 3:30,22.5,42.5,9.1,,
650,09/29/20 3:40,22.5,42.5,9.1,,
651,09/29/20 3:50,22.5,42.5,9.1,,
652,09/29/20 4:00,22.5,42.5,9.1,,
653,09/29/20 4:10,22.5,42,9,,
654,09/29/20 4:20,22.5,42,9,,
655,09/29/20 4:30,22.5,42,9,,
656,09/29/20 4:40,22.5,42,9,,
657,09/29/20 4:50,22.5,42,9,,
658,09/29/20 5:00,22.5,42,9,,
659,09/29/20 5:10,22.5,42,9,,
660,09/29/20 5:20,22.5,42,9,,
661,09/29/20 5:30,22.5,42,9,,
662,09/29/20 5:40,22.5,41.5,8.8,,
663,09/29/20 5:50,22.5,41.5,8.8,,
664,09/29/20 6:00,22.5,41.5,8.8,,
665,09/29/20 6:10,22.5,41.5,8.8,,
666,09/29/20 6:20,22.5,41.5,8.8,,
667,09/29/20 6:30,22.5,41.5,8.8,,
668,09/29/20 6:40,22.5,41.5,8.8,,
669,09/29/20 6:50,22.5,41,8.6,,
670,09/29/20 7:00,22.5,41,8.6,,
671,09/29/20 7:10,22.5,41,8.6,,
672,09/29/20 7:20,22.5,41,8.6,,
673,09/29/20 7:30,22.5,41,8.6,,
674,09/29/20 7:40,22.5,41,8.6,,
675,09/29/20 7:50,22.5,41,8.6,,
676,09/29/20 8:00,22.5,41,8.6,,
677,09/29/20 8:10,22.5,41,8.6,,
678,09/29/20 8:20,22.5,41,8.6,,
679,09/29/20 8:30,22.5,41,8.6,,
680,09/29/20 8:40,22.5,41,8.6,,
681,09/29/20 8:50,22.5,41,8.6,,
682,09/29/20 9:00,22.5,41.5,8.8,,
683,09/29/20 9:10,22.5,41.5,8.8,,
684,09/29/20 9:20,22.5,41.5,8.8,,
685,09/29/20 9:30,22.5,41.5,8.8,,
686,09/29/20 9:40,22.5,41.5,8.8,,
687,09/29/20 9:50,22.5,41.5,8.8,,
688,09/29/20 10:00,23,41.5,9.2,,
689,09/29/20 10:10,23.5,40.5,9.3,,
690,09/29/20 10:20,24,39.5,9.4,,
691,09/29/20 10:30,24,39,9.2,,
692,09/29/20 10:40,24,39,9.2,,
693,09/29/20 10:50,24.5,38.5,9.5,,
694,09/29/20 11:00,24,39,9.2,,
695,09/29/20 11:10,23.5,39,8.8,,
696,09/29/20 11:20,23.5,39.5,8.9,,
697,09/29/20 11:30,23,39.5,8.5,,
698,09/29/20 11:40,23,39.5,8.5,,
699,09/29/20 11:50,23,39,8.3,,
700,09/29/20 12:00,23,39,8.3,,
701,09/29/20 12:10,23,39,8.3,,
702,09/29/20 12:20,23,39,8.3,,
703,09/29/20 12:30,22.5,39,7.9,,
704,09/29/20 12:40,22.5,39,7.9,,
705,09/29/20 12:50,22.5,38.5,7.7,,
706,09/29/20 13:00,22.5,38.5,7.7,,
707,09/29/20 13:10,23,38.5,8.1,,
708,09/29/20 13:20,22.5,38,7.5,,
709,09/29/20 13:30,22.5,38,7.5,,
710,09/29/20 13:40,22.5,38,7.5,,
711,09/29/20 13:50,22.5,38,7.5,,
712,09/29/20 14:00,23,38,7.9,,
713,09/29/20 14:10,23,37.5,7.7,,
714,09/29/20 14:20,22.5,37.5,7.3,,
715,09/29/20 14:30,23,37,7.5,,
716,09/29/20 14:40,23,36.5,7.3,,
717,09/29/20 14:50,23,36.5,7.3,,
718,09/29/20 15:00,23,36.5,7.3,,
719,09/29/20 15:10,23.5,35.5,7.4,,
720,09/29/20 15:20,24,35,7.6,,
721,09/29/20 15:30,24,34.5,7.4,,
722,09/29/20 15:40,24.5,34.5,7.8,,
723,09/29/20 15:50,24.5,34.5,7.8,,
724,09/29/20 16:00,24,35.5,7.8,,
725,09/29/20 16:10,23.5,35.5,7.4,,
726,09/29/20 16:20,23.5,36,7.6,,
727,09/29/20 16:30,23.5,36.5,7.8,,
728,09/29/20 16:40,23,36,7.1,,
729,09/29/20 16:50,23,36,7.1,,
730,09/29/20 17:00,23.5,36,7.6,,
731,09/29/20 17:10,24,35,7.6,,
732,09/29/20 17:20,24,34.5,7.4,,
733,09/29/20 17:30,24.5,34.5,7.8,,
734,09/29/20 17:40,24.5,34.5,7.8,,
735,09/29/20 17:50,24.5,34.5,7.8,,
736,09/29/20 18:00,24,35,7.6,,
737,09/29/20 18:10,24,35.5,7.8,,
738,09/29/20 18:20,23.5,36,7.6,,
739,09/29/20 18:30,23.5,36.5,7.8,,
740,09/29/20 18:40,23.5,36.5,7.8,,
741,09/29/20 18:50,23,36.5,7.3,,
742,09/29/20 19:00,23.5,37,8,,
743,09/29/20 19:10,23.5,36.5,7.8,,
744,09/29/20 19:20,24,36,8,,
745,09/29/20 19:30,24.5,36,8.5,,
746,09/29/20 19:40,24.5,36,8.5,,
747,09/29/20 19:50,24.5,35.5,8.3,,
748,09/29/20 20:00,24,36.5,8.2,,
749,09/29/20 20:10,24,37,8.4,,
750,09/29/20 20:20,23.5,37,8,,
751,09/29/20 20:30,23.5,37.5,8.2,,
752,09/29/20 20:40,23.5,38,8.4,,
753,09/29/20 20:50,23,38,7.9,,
754,09/29/20 21:00,23,38.5,8.1,,
755,09/29/20 21:10,23,38.5,8.1,,
756,09/29/20 21:20,23,38.5,8.1,,
757,09/29/20 21:30,23,39,8.3,,
758,09/29/20 21:40,23,39,8.3,,
759,09/29/20 21:50,23,39,8.3,,
760,09/29/20 22:00,23,39.5,8.5,,
761,09/29/20 22:10,22.5,39.5,8.1,,
762,09/29/20 22:20,22.5,40,8.2,,
763,09/29/20 22:30,22.5,40,8.2,,
764,09/29/20 22:40,22.5,40,8.2,,
765,09/29/20 22:50,22.5,40,8.2,,
766,09/29/20 23:00,22.5,40,8.2,,
767,09/29/20 23:10,22.5,40,8.2,,
768,09/29/20 23:20,22.5,40.5,8.4,,
769,09/29/20 23:30,22.5,40.5,8.4,,
770,09/29/20 23:40,22.5,40.5,8.4,,
771,09/29/20 23:50,22.5,40.5,8.4,,
772,09/30/20 0:00,22.5,40.5,8.4,,
773,09/30/20 0:10,22.5,40.5,8.4,,
774,09/30/20 0:20,22.5,40.5,8.4,,
775,09/30/20 0:30,22.5,40.5,8.4,,
776,09/30/20 0:40,22.5,40.5,8.4,,
777,09/30/20 0:50,22.5,40.5,8.4,,
778,09/30/20 1:00,22.5,40.5,8.4,,
779,09/30/20 1:10,22.5,40.5,8.4,,
780,09/30/20 1:20,22.5,40.5,8.4,,
781,09/30/20 1:30,22.5,40.5,8.4,,
782,09/30/20 1:40,22.5,40.5,8.4,,
783,09/30/20 1:50,22.5,40.5,8.4,,
784,09/30/20 2:00,23,40.5,8.9,,
785,09/30/20 2:10,23,40.5,8.9,,
786,09/30/20 2:20,23,40.5,8.9,,
787,09/30/20 2:30,23,40.5,8.9,,
788,09/30/20 2:40,23,40.5,8.9,,
789,09/30/20 2:50,23,40.5,8.9,,
790,09/30/20 3:00,23,40.5,8.9,,
791,09/30/20 3:10,23,40.5,8.9,,
792,09/30/20 3:20,23,40.5,8.9,,
793,09/30/20 3:30,23,40.5,8.9,,
794,09/30/20 3:40,23,40.5,8.9,,
795,09/30/20 3:50,23,40.5,8.9,,
796,09/30/20 4:00,23,40.5,8.9,,
797,09/30/20 4:10,23,40.5,8.9,,
798,09/30/20 4:20,23,40.5,8.9,,
799,09/30/20 4:30,23,40.5,8.9,,
800,09/30/20 4:40,23,40.5,8.9,,
801,09/30/20 4:50,23,40.5,8.9,,
802,09/30/20 5:00,23,40.5,8.9,,
803,09/30/20 5:10,23,40.5,8.9,,
804,09/30/20 5:20,23,40.5,8.9,,
805,09/30/20 5:30,23,40.5,8.9,,
806,09/30/20 5:40,23,40,8.7,,
807,09/30/20 5:50,23,40,8.7,,
808,09/30/20 6:00,22.5,40,8.2,,
809,09/30/20 6:10,22.5,40,8.2,,
810,09/30/20 6:20,22.5,40,8.2,,
811,09/30/20 6:30,22.5,40,8.2,,
812,09/30/20 6:40,22.5,40,8.2,,
813,09/30/20 6:50,22.5,40,8.2,,
814,09/30/20 7:00,22.5,40,8.2,,
815,09/30/20 7:10,22.5,40,8.2,,
816,09/30/20 7:20,22.5,40,8.2,,
817,09/30/20 7:30,22.5,40,8.2,,
818,09/30/20 7:40,22.5,40,8.2,,
819,09/30/20 7:50,22.5,40.5,8.4,,
820,09/30/20 8:00,22.5,40.5,8.4,,
821,09/30/20 8:10,22.5,40.5,8.4,,
822,09/30/20 8:20,22.5,40.5,8.4,,
823,09/30/20 8:30,22.5,40.5,8.4,,
824,09/30/20 8:40,22.5,41,8.6,,
825,09/30/20 8:50,22.5,41,8.6,,
826,09/30/20 9:00,22.5,41,8.6,,
827,09/30/20 9:10,22.5,41,8.6,,
828,09/30/20 9:20,22.5,41,8.6,,
829,09/30/20 9:30,22.5,41,8.6,,
830,09/30/20 9:40,22.5,41,8.6,,
831,09/30/20 9:50,22.5,41,8.6,,
832,09/30/20 10:00,22.5,41,8.6,,
833,09/30/20 10:10,22.5,41,8.6,,
834,09/30/20 10:20,22.5,41,8.6,,
835,09/30/20 10:30,22.5,41,8.6,,
836,09/30/20 10:40,22.5,41,8.6,,
837,09/30/20 10:50,22.5,41,8.6,,
838,09/30/20 11:00,22.5,41,8.6,,
839,09/30/20 11:10,22.5,41,8.6,,
840,09/30/20 11:20,22.5,41,8.6,,
841,09/30/20 11:30,22.5,41,8.6,,
842,09/30/20 11:40,22.5,41,8.6,,
843,09/30/20 11:50,22.5,41,8.6,,
844,09/30/20 12:00,22.5,41,8.6,,
845,09/30/20 12:10,22.5,41,8.6,,
846,09/30/20 12:20,22.5,41.5,8.8,,
847,09/30/20 12:30,22.5,41.5,8.8,,
848,09/30/20 12:40,22.5,41.5,8.8,,
849,09/30/20 12:50,22.5,41.5,8.8,,
850,09/30/20 13:00,22.5,41.5,8.8,,
851,09/30/20 13:10,22.5,41.5,8.8,,
852,09/30/20 13:20,22.5,41.5,8.8,,
853,09/30/20 13:30,22.5,42,9,,
854,09/30/20 13:40,22.5,42,9,,
855,09/30/20 13:50,22.5,42,9,,
856,09/30/20 14:00,22.5,41.5,8.8,,
857,09/30/20 14:10,22.5,41,8.6,,
858,09/30/20 14:20,22.5,40.5,8.4,,
859,09/30/20 14:30,23,40.5,8.9,,
860,09/30/20 14:40,23,40,8.7,,
861,09/30/20 14:50,23,40,8.7,,
862,09/30/20 15:00,23,39.5,8.5,,
863,09/30/20 15:10,23,39,8.3,,
864,09/30/20 15:20,23,39,8.3,,
865,09/30/20 15:30,23,39,8.3,,
866,09/30/20 15:40,23,38.5,8.1,,
867,09/30/20 15:50,23,38.5,8.1,,
868,09/30/20 16:00,23,38.5,8.1,,
869,09/30/20 16:10,23,38.5,8.1,,
870,09/30/20 16:20,23,38.5,8.1,,
871,09/30/20 16:30,23,38.5,8.1,,
872,09/30/20 16:40,23,38,7.9,,
873,09/30/20 16:50,23,38,7.9,,
874,09/30/20 17:00,23,38,7.9,,
875,09/30/20 17:10,23,38,7.9,,
876,09/30/20 17:20,23,37.5,7.7,,
877,09/30/20 17:30,23,37.5,7.7,,
878,09/30/20 17:40,23,37.5,7.7,,
879,09/30/20 17:50,23,37.5,7.7,,
880,09/30/20 18:00,23,37.5,7.7,,
881,09/30/20 18:10,23,37.5,7.7,,
882,09/30/20 18:20,23,37.5,7.7,,
883,09/30/20 18:30,23,37.5,7.7,,
884,09/30/20 18:40,23,37.5,7.7,,
885,09/30/20 18:50,23,37.5,7.7,,
886,09/30/20 19:00,23,37.5,7.7,,
887,09/30/20 19:10,23,37.5,7.7,,
888,09/30/20 19:20,23,37,7.5,,
889,09/30/20 19:30,23,37,7.5,,
890,09/30/20 19:40,23,37,7.5,,
891,09/30/20 19:50,23,36.5,7.3,,
892,09/30/20 20:00,23,36.5,7.3,,
893,09/30/20 20:10,23,36,7.1,,
894,09/30/20 20:20,23,36,7.1,,
895,09/30/20 20:30,23,36,7.1,,
896,09/30/20 20:40,23,35.5,6.9,,
897,09/30/20 20:50,23,35.5,6.9,,
898,09/30/20 21:00,23,35.5,6.9,,
899,09/30/20 21:10,23,35.5,6.9,,
900,09/30/20 21:20,22.5,35.5,6.5,,
901,09/30/20 21:30,22.5,35.5,6.5,,
902,09/30/20 21:40,22.5,35.5,6.5,,
903,09/30/20 21:50,22.5,35.5,6.5,,
904,09/30/20 22:00,22.5,35.5,6.5,,
905,09/30/20 22:10,22.5,35.5,6.5,,
906,09/30/20 22:20,22.5,35.5,6.5,,
907,09/30/20 22:30,22.5,35.5,6.5,,
908,09/30/20 22:40,22.5,35.5,6.5,,
909,09/30/20 22:50,22.5,35,6.3,,
910,09/30/20 23:00,22.5,35,6.3,,
911,09/30/20 23:10,22.5,35,6.3,,
912,09/30/20 23:20,22.5,35,6.3,,
913,09/30/20 23:30,22.5,35,6.3,,
914,09/30/20 23:40,22.5,35,6.3,,
915,09/30/20 23:50,22.5,35,6.3,,
916,10/01/20 0:00,22.5,35,6.3,,
917,10/01/20 0:10,22.5,35,6.3,,
918,10/01/20 0:20,22.5,35,6.3,,
919,10/01/20 0:30,22.5,35,6.3,,
920,10/01/20 0:40,22.5,35,6.3,,
921,10/01/20 0:50,22.5,35,6.3,,
922,10/01/20 1:00,22.5,35,6.3,,
923,10/01/20 1:10,22.5,35,6.3,,
924,10/01/20 1:20,22.5,35,6.3,,
925,10/01/20 1:30,22.5,35,6.3,,
926,10/01/20 1:40,22.5,35,6.3,,
927,10/01/20 1:50,22.5,35,6.3,,
928,10/01/20 2:00,22.5,35,6.3,,
929,10/01/20 2:10,22.5,35,6.3,,
930,10/01/20 2:20,22.5,35,6.3,,
931,10/01/20 2:30,22.5,35,6.3,,
932,10/01/20 2:40,22.5,35,6.3,,
933,10/01/20 2:50,22.5,35,6.3,,
934,10/01/20 3:00,22.5,35,6.3,,
935,10/01/20 3:10,22.5,35,6.3,,
936,10/01/20 3:20,22.5,35,6.3,,
937,10/01/20 3:30,22.5,35,6.3,,
938,10/01/20 3:40,22.5,35,6.3,,
939,10/01/20 3:50,22.5,35,6.3,,
940,10/01/20 4:00,22.5,35,6.3,,
941,10/01/20 4:10,22.5,35,6.3,,
942,10/01/20 4:20,22.5,35,6.3,,
943,10/01/20 4:30,22.5,35,6.3,,
944,10/01/20 4:40,22.5,35,6.3,,
945,10/01/20 4:50,22.5,35,6.3,,
946,10/01/20 5:00,22.5,35,6.3,,
947,10/01/20 5:10,22.5,35,6.3,,
948,10/01/20 5:20,22.5,35,6.3,,
949,10/01/20 5:30,22.5,35,6.3,,
950,10/01/20 5:40,22.5,35,6.3,,
951,10/01/20 5:50,22.5,35,6.3,,
952,10/01/20 6:00,22.5,35,6.3,,
953,10/01/20 6:10,22.5,35,6.3,,
954,10/01/20 6:20,22.5,35,6.3,,
955,10/01/20 6:30,22.5,35,6.3,,
956,10/01/20 6:40,22.5,34.5,6.1,,
957,10/01/20 6:50,22.5,34.5,6.1,,
958,10/01/20 7:00,22.5,34.5,6.1,,
959,10/01/20 7:10,22.5,34.5,6.1,,
960,10/01/20 7:20,22.5,34.5,6.1,,
961,10/01/20 7:30,22.5,34.5,6.1,,
962,10/01/20 7:40,22.5,34.5,6.1,,
963,10/01/20 7:50,22.5,34.5,6.1,,
964,10/01/20 8:00,22.5,34,5.9,,
965,10/01/20 8:10,22.5,34,5.9,,
966,10/01/20 8:20,22.5,34,5.9,,
967,10/01/20 8:30,22.5,34.5,6.1,,
968,10/01/20 8:40,22.5,34.5,6.1,,
969,10/01/20 8:50,22.5,34.5,6.1,,
970,10/01/20 9:00,22.5,34.5,6.1,,
971,10/01/20 9:10,22.5,34.5,6.1,,
972,10/01/20 9:20,22.5,35,6.3,,
973,10/01/20 9:30,22.5,35,6.3,,
974,10/01/20 9:40,22.5,35,6.3,,
975,10/01/20 9:50,22.5,35.5,6.5,,
976,10/01/20 10:00,22.5,35,6.3,,
977,10/01/20 10:10,22.5,35,6.3,,
978,10/01/20 10:20,22.5,35,6.3,,
979,10/01/20 10:30,22.5,34.5,6.1,,
980,10/01/20 10:40,22.5,34.5,6.1,,
981,10/01/20 10:50,23,34,6.3,,
982,10/01/20 11:00,23.5,33,6.3,,
983,10/01/20 11:10,24,32.5,6.5,,
984,10/01/20 11:20,24,32,6.3,,
985,10/01/20 11:30,24,32,6.3,,
986,10/01/20 11:40,24.5,31,6.3,,
987,10/01/20 11:50,24,31.5,6.1,,
988,10/01/20 12:00,23.5,31.5,5.6,,
989,10/01/20 12:10,23.5,32,5.9,,
990,10/01/20 12:20,23,32.5,5.7,,
991,10/01/20 12:30,23,32.5,5.7,,
992,10/01/20 12:40,23,32.5,5.7,,
993,10/01/20 12:50,23,32.5,5.7,,
994,10/01/20 13:00,23,32.5,5.7,,
995,10/01/20 13:10,23,32,5.4,,
996,10/01/20 13:20,23,31.5,5.2,,
997,10/01/20 13:30,22.5,31.5,4.8,,
998,10/01/20 13:40,22.5,31.5,4.8,,
999,10/01/20 13:50,22.5,32,5,,
1000,10/01/20 14:00,22.5,33.5,5.7,,
1001,10/01/20 14:10,22.5,34,5.9,,
1002,10/01/20 14:20,22.5,34.5,6.1,,
1003,10/01/20 14:30,22.5,34,5.9,,
1004,10/01/20 14:40,22.5,34,5.9,,
1005,10/01/20 14:50,22,33.5,5.2,,
1006,10/01/20 15:00,22,33.5,5.2,,
1007,10/01/20 15:10,22.5,33.5,5.7,,
1008,10/01/20 15:20,22.5,35,6.3,,
1009,10/01/20 15:30,22,37,6.7,,
1010,10/01/20 15:40,22,38,7,,
1011,10/01/20 15:50,22.5,39,7.9,,
1012,10/01/20 16:00,22.5,38,7.5,,
1013,10/01/20 16:10,22.5,38,7.5,,
1014,10/01/20 16:20,22.5,37,7.1,,
1015,10/01/20 16:30,22,37,6.7,,
1016,10/01/20 16:40,22,36,6.3,,
1017,10/01/20 16:50,22,37,6.7,,
1018,10/01/20 17:00,22,37,6.7,,
1019,10/01/20 17:10,22,37,6.7,,
1020,10/01/20 17:20,22,37,6.7,,
1021,10/01/20 17:30,22,36.5,6.5,,
1022,10/01/20 17:40,22,36,6.3,,
1023,10/01/20 17:50,22,36,6.3,,
1024,10/01/20 18:00,22,37,6.7,,
1025,10/01/20 18:10,22,38.5,7.2,,
1026,10/01/20 18:20,22,38.5,7.2,,
1027,10/01/20 18:30,22,38,7,,
1028,10/01/20 18:40,22,37,6.7,,
1029,10/01/20 18:50,22,37,6.7,,
1030,10/01/20 19:00,21.5,36.5,6,,
1031,10/01/20 19:10,21.5,36.5,6,,
1032,10/01/20 19:20,21.5,36.5,6,,
1033,10/01/20 19:30,21.5,36.5,6,,
1034,10/01/20 19:40,21.5,37,6.2,,
1035,10/01/20 19:50,21.5,37,6.2,,
1036,10/01/20 20:00,21.5,37,6.2,,
1037,10/01/20 20:10,21.5,37,6.2,,
1038,10/01/20 20:20,21.5,37.5,6.4,,
1039,10/01/20 20:30,21.5,37.5,6.4,,
1040,10/01/20 20:40,21.5,37.5,6.4,,
1041,10/01/20 20:50,21.5,37.5,6.4,,
1042,10/01/20 21:00,21.5,37.5,6.4,,
1043,10/01/20 21:10,21.5,37.5,6.4,,
1044,10/01/20 21:20,21.5,37.5,6.4,,
1045,10/01/20 21:30,21.5,37.5,6.4,,
1046,10/01/20 21:40,21.5,38,6.6,,
1047,10/01/20 21:50,21.5,38,6.6,,
1048,10/01/20 22:00,21.5,38,6.6,,
1049,10/01/20 22:10,21.5,38,6.6,,
1050,10/01/20 22:20,21.5,38,6.6,,
1051,10/01/20 22:30,21.5,38,6.6,,
1052,10/01/20 22:40,21.5,38,6.6,,
1053,10/01/20 22:50,21.5,38,6.6,,
1054,10/01/20 23:00,21.5,38.5,6.8,,
1055,10/01/20 23:10,21.5,38.5,6.8,,
1056,10/01/20 23:20,21.5,38.5,6.8,,
1057,10/01/20 23:30,21.5,38.5,6.8,,
1058,10/01/20 23:40,21,38.5,6.3,,
1059,10/01/20 23:50,21,38.5,6.3,,
1060,10/02/20 0:00,21,38.5,6.3,,
1061,10/02/20 0:10,21,38.5,6.3,,
1062,10/02/20 0:20,21,38.5,6.3,,
1063,10/02/20 0:30,21,38.5,6.3,,
1064,10/02/20 0:40,21,38.5,6.3,,
1065,10/02/20 0:50,21,38.5,6.3,,
1066,10/02/20 1:00,21,38.5,6.3,,
1067,10/02/20 1:10,21,38.5,6.3,,
1068,10/02/20 1:20,21,38.5,6.3,,
1069,10/02/20 1:30,21,38.5,6.3,,
1070,10/02/20 1:40,21,38.5,6.3,,
1071,10/02/20 1:50,21,38.5,6.3,,
1072,10/02/20 2:00,21,38.5,6.3,,
1073,10/02/20 2:10,21,38.5,6.3,,
1074,10/02/20 2:20,21,38.5,6.3,,
1075,10/02/20 2:30,21,38.5,6.3,,
1076,10/02/20 2:40,21,38.5,6.3,,
1077,10/02/20 2:50,21,38.5,6.3,,
1078,10/02/20 3:00,21,38.5,6.3,,
1079,10/02/20 3:10,21,38.5,6.3,,
1080,10/02/20 3:20,21,38.5,6.3,,
1081,10/02/20 3:30,21,38.5,6.3,,
1082,10/02/20 3:40,21,38.5,6.3,,
1083,10/02/20 3:50,21,38.5,6.3,,
1084,10/02/20 4:00,21,38.5,6.3,,
1085,10/02/20 4:10,21,38.5,6.3,,
1086,10/02/20 4:20,21,38.5,6.3,,
1087,10/02/20 4:30,21,38.5,6.3,,
1088,10/02/20 4:40,21,38.5,6.3,,
1089,10/02/20 4:50,21,38.5,6.3,,
1090,10/02/20 5:00,21,38.5,6.3,,
1091,10/02/20 5:10,21,38,6.2,,
1092,10/02/20 5:20,21,38,6.2,,
1093,10/02/20 5:30,21,38,6.2,,
1094,10/02/20 5:40,21,38,6.2,,
1095,10/02/20 5:50,21,38,6.2,,
1096,10/02/20 6:00,21,38,6.2,,
1097,10/02/20 6:10,21,38,6.2,,
1098,10/02/20 6:20,21,38,6.2,,
1099,10/02/20 6:30,21,38,6.2,,
1100,10/02/20 6:40,21,38,6.2,,
1101,10/02/20 6:50,21,38,6.2,,
1102,10/02/20 7:00,21,38,6.2,,
1103,10/02/20 7:10,21,37.5,6,,
1104,10/02/20 7:20,21,38,6.2,,
1105,10/02/20 7:30,21,38,6.2,,
1106,10/02/20 7:40,21,38,6.2,,
1107,10/02/20 7:50,21,38,6.2,,
1108,10/02/20 8:00,21,38,6.2,,
1109,10/02/20 8:10,21,38,6.2,,
1110,10/02/20 8:20,21,38.5,6.3,,
1111,10/02/20 8:30,21,38.5,6.3,,
1112,10/02/20 8:40,21,38.5,6.3,,
1113,10/02/20 8:50,21,38.5,6.3,,
1114,10/02/20 9:00,21,39,6.5,,
1115,10/02/20 9:10,21,39,6.5,,
1116,10/02/20 9:20,21,39.5,6.7,,
1117,10/02/20 9:30,21,40,6.9,,
1118,10/02/20 9:40,21.5,39.5,7.2,,
1119,10/02/20 9:50,21.5,40,7.3,,
1120,10/02/20 10:00,21.5,40,7.3,,
1121,10/02/20 10:10,21.5,40,7.3,,
1122,10/02/20 10:20,22,39.5,7.6,,
1123,10/02/20 10:30,22.5,38.5,7.7,,
1124,10/02/20 10:40,23,37.5,7.7,,
1125,10/02/20 10:50,23,36.5,7.3,,
1126,10/02/20 11:00,23,36,7.1,,
1127,10/02/20 11:10,23,35.5,6.9,,
1128,10/02/20 11:20,22.5,35.5,6.5,,
1129,10/02/20 11:30,22.5,36,6.7,,
1130,10/02/20 11:40,22,36,6.3,,
1131,10/02/20 11:50,22,36,6.3,,
1132,10/02/20 12:00,22,36,6.3,,
1133,10/02/20 12:10,22,36,6.3,,
1134,10/02/20 12:20,22,35.5,6.1,,
1135,10/02/20 12:30,22,35,5.8,,
1136,10/02/20 12:40,21.5,35,5.4,,
1137,10/02/20 12:50,21.5,34.5,5.2,,
1138,10/02/20 13:00,21.5,34,5,,
1139,10/02/20 13:10,21.5,34,5,,
1140,10/02/20 13:20,21.5,34,5,,
1141,10/02/20 13:30,21.5,33.5,4.8,,
1142,10/02/20 13:40,21.5,33.5,4.8,,
1143,10/02/20 13:50,21.5,33.5,4.8,,
1144,10/02/20 14:00,21.5,33.5,4.8,,
1145,10/02/20 14:10,21.5,33.5,4.8,,
1146,10/02/20 14:20,21.5,34,5,,
1147,10/02/20 14:30,21.5,34,5,,
1148,10/02/20 14:40,21.5,33.5,4.8,,
1149,10/02/20 14:50,21.5,34,5,,
1150,10/02/20 15:00,21.5,33.5,4.8,,
1151,10/02/20 15:10,21.5,33.5,4.8,,
